place_id,여행지명,여행지설명,city,분류,activity_type,activity_ids,activity_level,season_preference,emotion_match
2308050009,1938맨션,1938맨션,서울특별시,식당/카페,실내,11,5,Summer,1;10;11;12;2
2308050010,강원랜드,강원랜드,충청북도,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",실외,2,5,Summer,1;10;11;12;2
2308050011,광안리해수욕장,광안리해수욕장,대전광역시,식당/카페,실내,11,4,Summer,1;12;2;21;22
2308050012,강화 손칼국수,강화손칼국수,Unknown,식당/카페,실내,11,6,Summer,1;12;2;21;22
2308050013,그루브,그루브,Unknown,식당/카페,실내,11,4,Summer,1;12;2;22;23
2308050014,광안리해수욕장,광안리해수욕장,Unknown,자연관광지,실외,1,5,Summer,1;2;22;23;24
2308050015,우연한 서점,우연한서점,Unknown,"상업지구(거리, 시장, 쇼핑시설)",실내,4,7,Summer,1;2;22;23;26
2308050016,광안리해수욕장,광안리해수욕장,Unknown,자연관광지,실외,1,5,Summer,1;2;22;23;26
2308050017,다이소 신포국제시장점,다이소 신포국제시장점,Unknown,상점,실내,10,1,Summer,1;2;22;26
2308060001,강릉시 안현동 산 61-3,2001아울렛 구로점,강원도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308060002,H 에비뉴 광안리 해변점,2001아울렛 구로점,경상남도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308060003,제주동문시장,제주동문시장,강원도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308060004,1964백 미당 신라스테이 부산점,2001아울렛 구로점,제주특별자치도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308060005,죽녹원,죽녹원,부산광역시,식당/카페,실내,11,6,Summer,1;10;11;12;2
2308060006,NC백화점 서면점,NC백화점 서면점,강원도,식당/카페,실내,11,5,Summer,1;10;11;12;13
2308060007,ZARA 트리플 스트리트점,zara 트리플스트리트점,강원도,식당/카페,실내,11,5,Summer,1;10;11;12;2
2308060008,346커피스토리,346커피스토리,Unknown,식당/카페,실내,11,6,Summer,1;10;11;12;2
2308060009,ABC마트 GS 송도 트리플 스트리트점,ABC마트 GS송도트리플스트리트점,Unknown,"상업지구(거리, 시장, 쇼핑시설)",실내,4,5,Summer,1;11;12;2;21
2308060010,대원 강변 주유소,남해안크루즈관광 미남크루즈,Unknown,상점,실내,10,5,Summer,1;12;2;22;26
2308060011,경주 샌드,경주샌드,Unknown,상점,실내,10,4,Summer,1;12;22;26;3
2308060012,황련단길,황리단길,Unknown,"상업지구(거리, 시장, 쇼핑시설)",실내,4,4,Summer,12;22;26;3;5
2308060014,롯데리아 신경주역사점,롯데리아 신경주역사점,Unknown,상점,실내,10,4,Summer,12;22;26;3;5
2308070001,9.81파크,9.81파크,강원도,식당/카페,실내,11,6,Summer,1;10;11;12;2
2308070002,노티스 제주,단양 금굴구석기유적지,강원도,식당/카페,실내,11,6,Summer,1;10;11;12;2
2308070003,가덕도,가덕도,Unknown,식당/카페,실내,11,6,Summer,1;10;11;12;2
2308070004,1938맨션,1938맨션,강원도,식당/카페,실내,11,6,Summer,1;10;11;12;2
2308070005,강릉 중앙시장,강릉중앙시장,경상남도,"상업지구(거리, 시장, 쇼핑시설)",실내,4,6,Summer,1;10;12;2;21
2308070006,숙성도 중문점,숙성도 중문점,대구광역시,식당/카페,실내,11,6,Summer,1;10;12;2;21
2308070007,뉴욕 통닭,뉴욕통닭,Unknown,식당/카페,실내,11,5,Summer,1;12;2;21;22
2308070008,광안리해수욕장,광안리해수욕장,Unknown,식당/카페,실내,11,5,Summer,1;2;21;22;23
2308070009,SK 행복충전 성산 동부 가스충전소,SK행복충전 성산동부가스충전소,Unknown,상점,실내,10,4,Summer,1;2;21;22;23
2308070010,CU 서귀포올레 중앙점,CU 서귀포올레중앙점,Unknown,"상업지구(거리, 시장, 쇼핑시설)",실내,4,4,Summer,1;2;21;22;23
2308070011,서문시장,서문시장,Unknown,자연관광지,실외,1,4,Summer,1;2;21;22;23
2308070014,해녀 수산물 판매장,해녀수산물판매장,Unknown,식당/카페,실내,11,7,Summer,1;22;23;26;7
2308080001,그랑깨,그랑깨,경상남도,식당/카페,실내,11,6,Summer,1;10;12;2;21
2308080002,강원옥,강원옥,경상남도,식당/카페,실내,11,5,Summer,1;10;12;2;21
2308080003,쇠소깍,쇠소깍,경상남도,자연관광지,실외,1,6,Summer,1;10;12;2;21
2308080004,강화 광성보,강화광성보,Unknown,식당/카페,실내,11,6,Summer,1;10;12;2;21
2308080005,김명자 낙지마당 양수리점,김명자낙지마당 양수리점,경상북도,식당/카페,실내,11,6,Summer,1;10;12;2;21
2308080006,함덕해수욕장,함덕해수욕장,대전광역시,자연관광지,실외,1,5,Summer,1;10;12;2;21
2308080007,대원사,(사)대전광역시관광협회-트래블라운지,Unknown,식당/카페,실내,11,5,Summer,1;10;12;2;21
2308080008,대강회 직판장,대전신세계 아트앤사이언스,경상북도,"상업지구(거리, 시장, 쇼핑시설)",실내,4,6,Summer,1;10;12;2;21
2308080009,엑스포과학공원 한빛탑,엑스포과학공원 한빛탑,Unknown,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",실외,2,6,Summer,1;10;12;2;22
2308080010,매드독스 해운대 직영점,매드독스 해운대직영점,Unknown,자연관광지,실외,1,4,Summer,1;10;12;2;3
2308080011,카페이나 사리,카페인사리,Unknown,"산책로, 둘레길 등",실외,7,6,Summer,1;10;12;2;3
2308080012,제주해양 동물 박물관,제주해양동물박물관,Unknown,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",실외,2,7,Summer,1;10;12;2;3
2308080013,호로록,호로록,Unknown,식당/카페,실내,11,7,Summer,1;10;12;2;3
2308090001,경주 샌드,경주샌드,경상북도,식당/카페,실내,11,5,Summer,1;10;12;2;21
2308090002,도도리고기국수,도도리고기국수,Unknown,식당/카페,실내,11,6,Summer,1;10;12;2;21
2308090003,금오름,2001아울렛 구로점,경상북도,식당/카페,실내,11,5,Summer,1;12;2;21;22
2308090004,가배도 코엑스점,가배도 코엑스점,경상북도,식당/카페,실내,11,5,Summer,1;10;12;2;21
2308090005,강명순 샤부샤부,강명선 샤브샤브,Unknown,식당/카페,실내,11,6,Summer,1;10;12;2;21
2308090006,그믐달 셀프스튜디오 은행동점,그믐달셀프스튜디오 은행동점,Unknown,"상업지구(거리, 시장, 쇼핑시설)",실내,4,4,Summer,1;10;12;2;21
2308090007,가마골 쉼터,가마골황토펜션,Unknown,상점,실내,10,5,Summer,1;10;12;2;22
2308090008,G마트 주차장,G마트 주차장,대전광역시,식당/카페,실내,11,5,Summer,1;2;22;23;26
2308090009,39-17마 중,3917마중,Unknown,식당/카페,실내,11,6,Summer,1;2;22;23;26
2308090010,CU 예래 반딧불이 점,CU 예래반딧불이점,Unknown,"테마시설(놀이공원, 워터파크)",실내,6,2,Summer,12;2;21;22;26
2308090011,런던 베이글 뮤지엄 잠실점,런던베이글뮤지엄 잠실점,Unknown,식당/카페,실내,11,6,Summer,1;12;2;21;22
2308090012,스태프 핫도그 남산 서울타워 점,스테프핫도그 남산서울타워점,Unknown,식당/카페,실내,11,4,Summer,12;2;21;22;6
2308090013,남산 둘레길,남산둘레길,Unknown,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",실외,2,4,Summer,1;12;2;21;22
2308090014,국립극장 공연 자료실,국립극장공연예술자료실,Unknown,"문화 시설(공연장, 영화관, 전시관 등)",실내,3,6,Summer,1;12;2;21;22
2308090015,국립극장 해오름극장,국립극장 해오름극장,Unknown,"문화 시설(공연장, 영화관, 전시관 등)",실내,3,6,Summer,1;12;2;21;22
2308090016,동국대학교 서울캠퍼스 이해랑예술 극장,동국대학교 서울캠퍼스,Unknown,"문화 시설(공연장, 영화관, 전시관 등)",실내,3,2,Summer,1;12;2;21;22
2308090017,미드템포,미드템포,Unknown,식당/카페,실내,11,4,Summer,12;2;21;22;6
2308090018,동국대학교 서울캠퍼스 이해랑예술 극장,동국대학교 서울캠퍼스,Unknown,"문화 시설(공연장, 영화관, 전시관 등)",실내,3,9,Summer,12;2;21;22;6
2308100001,본 소바,본소바,Unknown,식당/카페,실내,11,6,Summer,1;10;12;2;21
2308100002,교리 김밥 경주 본점,교리김밥 경주본점,전라남도,식당/카페,실내,11,6,Summer,1;10;11;12;2
2308100003,경기전,경기전,서울특별시,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308100004,경주 동궁원,2001아울렛 구로점,경기도,식당/카페,실내,11,6,Summer,1;10;11;12;2
2308100005,계동치킨 나주혁신점,계동치킨 나주혁신점,경상북도,식당/카페,실내,11,7,Summer,1;10;11;12;2
2308100006,SK 렌터카 제주지점,SK렌터카 제주지점,Unknown,식당/카페,실내,11,4,Summer,1;11;12;2;21
2308100007,강릉 중앙시장,강릉중앙시장,Unknown,상점,실내,10,6,Summer,1;10;11;12;2
2308100008,강릉에 컷 월화 거리점,강릉네컷 월화거리점,Unknown,"상업지구(거리, 시장, 쇼핑시설)",실내,4,5,Summer,1;10;11;12;2
2308100009,월화 선물가게,월화선물가게,Unknown,"상업지구(거리, 시장, 쇼핑시설)",실내,4,4,Summer,11;22;3;6;9
2308100010,AK플라자 홍대,AK플라자 홍대,Unknown,"상업지구(거리, 시장, 쇼핑시설)",실내,4,4,Summer,1;11;12;2;22
2308100011,GS25 강릉은 학점,GS25강릉금학점,Unknown,"문화 시설(공연장, 영화관, 전시관 등)",실내,3,6,Summer,1;11;12;2;22
2308100012,플래닛,플래닛,Unknown,식당/카페,실내,11,9,Summer,1;12;2;22;26
2308110001,논짓물해변,논짓물해변,Unknown,"상업지구(거리, 시장, 쇼핑시설)",실내,4,7,Summer,1;11;2;21;22
2308110002,강릉 대도호부 관아,강릉대도호부 관아,경기도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308110003,24시 오아시스 찜질방,24시 오아시스찜질방,경상북도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308110004,가마골,가마골,전라북도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308110005,국군복지단 포천 푸르미 마트,국군복지단 포천푸르미마트,경기도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308110006,63아트,63아트,경기도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308110007,함덕해수욕장,함덕해수욕장,부산광역시,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308110008,걸리버 막창 종로 직영점,걸리버막창 종로직영점,제주특별자치도,식당/카페,실내,11,6,Summer,1;11;12;13;2
2308110009,경암 역,경암역,전라북도,식당/카페,실내,11,5,Summer,1;11;12;13;2
2308110010,경기전,경기전,경기도,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",실외,2,5,Summer,1;11;12;13;2
2308110011,가봉 방과,가봉반과,광주광역시,식당/카페,실내,11,6,Summer,1;11;13;2;21
2308110012,빽다방 광주 상무 메가점,빽다방 광주상무메가점,Unknown,"상업지구(거리, 시장, 쇼핑시설)",실내,4,5,Summer,1;11;13;21;22
2308110013,료미,료미,경상북도,자연관광지,실외,1,6,Summer,2;21;22;24;26
2308110014,동궁과 월지,동궁과월지,Unknown,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",실외,2,4,Summer,21;24;28;3;4
2308110015,황박사경주쫀듸기,황박사경주쫀듸기,경상북도,상점,실내,10,1,Summer,21;24;28;3;4
2308110016,오고 스튜디오,오고스튜디오,Unknown,상점,실내,10,1,Summer,21;24;28;3;4
2308110017,황리단쫀듸기,황리단쫀듸기,경상북도,상점,실내,10,1,Summer,21;24;28;3;4
2308110018,어서어서,어서어서,Unknown,상점,실내,10,1,Summer,21;24;28;3;4
2308120001,9.81파크,9.81파크,Unknown,식당/카페,실내,11,7,Summer,1;10;11;12;13
2308120002,CGV 화성 봉담,국립중앙박물관,부산광역시,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308120003,EL16.52,2001아울렛 구로점,경기도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308120004,K-water 소양강댐 물 문화관,K-water 소양강댐물문화관,부산광역시,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308120005,AK& 기흥,2001아울렛 구로점,경기도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308120006,AK 푸드홀, 신세계백화점 센텀시티점,경기도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308120007,국립중앙박물관,국립중앙박물관,경기도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308120008,948키친 플러스 송천점,2001아울렛 구로점,제주특별자치도,식당/카페,실내,11,5,Summer,1;10;11;12;13
2308120009,금오름,2001아울렛 구로점,경상남도,식당/카페,실내,11,5,Summer,1;10;11;12;13
2308120010,bd 버거 성수,BHC치킨,대전광역시,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308120011,가마치 통닭 포항 도구점,가마치통닭 포항도구점,Unknown,식당/카페,실내,11,5,Summer,1;10;11;12;13
2308120012,경상감영공원,경상감영공원,Unknown,자연관광지,실외,1,4,Summer,1;10;11;12;13
2308120013,거비 슈퍼,꺼비슈퍼,Unknown,식당/카페,실내,11,4,Summer,1;12;13;2;21
2308120014,CU 여수엑스포점,CU여수엑스포점,Unknown,식당/카페,실내,11,5,Summer,1;11;2;21;22
2308120015,광안리해수욕장,광안리해수욕장,Unknown,자연관광지,실외,1,4,Summer,1;2;21;22;23
2308130001,1971카페,1971카페,경기도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308130002,롯데 프리미엄 아울렛 타임 빌라스,롯데프리미엄아울렛 타임빌라스,경상북도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308130003,대전중앙시장,대전중앙시장,경기도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308130004,전주한옥마을,전주한옥마을,강원도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308130005,CU 제주 삼광 충전소점,2001아울렛 구로점,강원도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308130006,Dmz lounge,Dmz lounge,경기도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308130007,서귀포 매일 올레시장,서귀포매일올레시장,전라남도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308130008,광진 해변,2001아울렛 구로점,경상북도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308130009,가미 닭갈비 913,가미닭갈비913,Unknown,식당/카페,실내,11,5,Summer,1;10;11;12;13
2308130010,동문 헌책 도서관,동문헌책도서관,제주특별자치도,"상업지구(거리, 시장, 쇼핑시설)",실내,4,6,Summer,1;10;11;12;13
2308130011,고기 극찬 통영점,광안리해수욕장,경상남도,식당/카페,실내,11,5,Summer,1;10;11;12;2
2308130012,CGV 목포 평화광장,CGV목포평화광장,Unknown,식당/카페,실내,11,5,Summer,1;10;11;12;2
2308130013,에버랜드 정문,에버랜드,Unknown,"테마시설(놀이공원, 워터파크)",실내,6,5,Summer,1;11;12;2;22
2308130014,바르다 스시,바르다스시,Unknown,자연관광지,실외,1,4,Summer,1;11;22;24;3
2308140001,1919봄,1919봄,대전광역시,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308140002,죽녹원,죽녹원,경상남도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308140003,88버거,88버거,경기도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308140004,씨엘이 베이커리 본점,씨엘비베이커리 명륜동본점,강원도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308140005,"격포해수욕장, 채석강",2001아울렛 구로점,전라북도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308140006,346커피스토리,(주)츄로원오원츄로101홍대본점,경기도,식당/카페,실내,11,6,Summer,1;10;11;12;13
2308140007,감포 통닭,2001아울렛 구로점,경상남도,식당/카페,실내,11,5,Summer,1;10;11;12;13
2308140008,강동 몽돌해변,강동몽돌해변,제주특별자치도,식당/카페,실내,11,6,Summer,1;10;11;12;13
